date,count(trend),seasonal,residual,anomaly,threshold_upper,threshold_lower
2024-01-01,45473.13215134032,-15.795081017802723,0.6629296774772229,0,160.98450727903665,-157.64613128898438
2024-01-02,45518.74849950671,-19.779457279439434,9.030957772723923,0,160.98450727903665,-157.64613128898438
2024-01-03,45564.50978703392,10.072145299801448,2.418067666272691,0,160.98450727903665,-157.64613128898438
2024-01-04,45610.385089567324,6.479658007849397,-21.86474757517135,0,160.98450727903665,-157.64613128898438
2024-01-05,45656.31419582205,9.251261790789528,-2.565457612843602,0,160.98450727903665,-157.64613128898438
2024-01-06,45702.31996333749,-3.56233584875104,22.242372511260328,0,160.98450727903665,-157.64613128898438
2024-01-07,45748.801793131264,8.540247927563845,-8.342041058829636,0,160.98450727903665,-157.64613128898438
2024-01-08,45798.74700492763,-11.526910688582815,-16.220094239048194,0,160.98450727903665,-157.64613128898438
2024-01-09,45849.90098389312,-15.395924821961149,-17.505059071161668,0,160.98450727903665,-157.64613128898438
2024-01-10,45899.88743016027,10.265837717509507,6.8467321222196915,0,160.98450727903665,-157.64613128898438
2024-01-11,45946.29915134346,5.398038979108126,5.3028096774287405,0,160.98450727903665,-157.64613128898438
2024-01-12,45989.041431346246,4.887907027529176,31.070661626225046,0,160.98450727903665,-157.64613128898438
2024-01-13,46028.155196398104,-6.716905413603267,72.56170901549922,0,160.98450727903665,-157.64613128898438
2024-01-14,46064.87875039622,8.68074288755519,24.440506716222444,0,160.98450727903665,-157.64613128898438
2024-01-15,46100.75479904235,-7.5324370664040945,-4.222361975946114,0,160.98450727903665,-157.64613128898438
2024-01-16,46135.756817490575,-11.333798779791385,-33.423018710782344,0,160.98450727903665,-157.64613128898438
2024-01-17,46171.687674928035,10.390991084529556,-55.07866601256683,0,160.98450727903665,-157.64613128898438
2024-01-18,46214.60658446449,4.200613611536507,-5.807198076028726,0,160.98450727903665,-157.64613128898438
2024-01-19,46266.39620836257,0.8708410380190768,-18.267049400586984,0,160.98450727903665,-157.64613128898438
2024-01-20,46326.63523740248,-9.370591286276882,-20.26464611620031,0,160.98450727903665,-157.64613128898438
2024-01-21,46394.49516706648,8.802019687348821,-47.29718675382901,0,160.98450727903665,-157.64613128898438
2024-01-22,46465.69376733399,-3.822330802541922,-7.871436531451764,0,160.98450727903665,-157.64613128898438
2024-01-23,46536.78714400521,-7.638785736070143,15.8516417308565,0,160.98450727903665,-157.64613128898438
2024-01-24,46608.16662903006,10.405016326118918,19.42835464381642,0,160.98450727903665,-157.64613128898438
2024-01-25,46678.31519789498,2.997622003727233,25.687180101289414,0,160.98450727903665,-157.64613128898438
2024-01-26,46744.62607646618,-2.7901689095203066,11.164092443344998,0,160.98450727903665,-157.64613128898438
2024-01-27,46806.69055395967,-11.654725472909941,-13.035828486761602,0,160.98450727903665,-157.64613128898438
2024-01-28,46866.05135521681,8.871168809016574,14.07747597416892,0,160.98450727903665,-157.64613128898438
2024-01-29,46924.01249334135,-0.37229359333520495,4.359800251979323,0,160.98450727903665,-157.64613128898438
2024-01-30,46981.31590291996,-4.262251169303004,-12.053651750655263,0,160.98450727903665,-157.64613128898438
2024-01-31,47038.42357918152,10.313432020150119,-9.73701120167243,0,160.98450727903665,-157.64613128898438
2024-02-01,47095.68443404586,1.893290882039845,23.422275072094635,0,160.98450727903665,-157.64613128898438
2024-02-02,47152.89503294854,-6.121632430007922,-3.773400518526614,0,160.98450727903665,-157.64613128898438
2024-02-03,47209.22992834862,-13.728013438565092,-3.5019149100553477,0,160.98450727903665,-157.64613128898438
2024-02-04,47263.11207259647,8.884445178815382,-0.9965177752892487,0,160.98450727903665,-157.64613128898438
2024-02-05,47314.13759927929,2.895170814255037,20.96722990645503,0,160.98450727903665,-157.64613128898438
2024-02-06,47364.52081287053,-1.09574930432103,20.57493643379712,0,160.98450727903665,-157.64613128898438
2024-02-07,47417.73143338496,10.106702495521827,-3.8381358804763295,0,160.98450727903665,-157.64613128898438
2024-02-08,47474.07927483979,0.8968791224160113,-48.97615396220499,0,160.98450727903665,-157.64613128898438
2024-02-09,47532.79375784442,-9.252767760028242,-23.540990084387886,0,160.98450727903665,-157.64613128898438
2024-02-10,47593.38485105753,-15.746963698390912,-36.63788735914568,0,160.98450727903665,-157.64613128898438
