ds,yhat,yhat_lower,yhat_upper,trend,weekly,yearly,monthly,quarterly,semi_annual,software_product,active_merchant,y,forecast_date,is_forecast,confidence_width,residual,abs_error,pct_error
2024-01-01,54.60232504163983,0.0,152.23823154986624,141.12457,-99.37682974559097,221.5696481827805,-21.991190828751698,-189.6822478392374,2.9583752724394508,Retail,184969.0,76.0,2025-06-25 15:03:21.021702,False,152.23823154986624,21.39767495836017,21.39767495836017,28.15483547152654
2024-01-02,192.48405816657007,93.32348255422654,294.51914565587,141.40198707948244,47.24786839818149,172.4311362214445,-50.518664680420045,-122.80904363547714,4.730774783358861,Retail,185177.0,177.0,2025-06-25 15:03:21.021702,False,201.19566310164345,-15.484058166570065,15.484058166570065,-8.74805546133902
2024-01-03,181.06185180888895,79.28553468578902,285.7685954241257,141.67940415896487,31.543496075486654,124.330957908482,-60.87996679813418,-61.22083729466874,5.608797758758271,Retail,185371.0,200.0,2025-06-25 15:03:21.021702,False,206.4830607383367,18.938148191111054,18.938148191111054,9.469074095555527
2024-01-04,181.1030534338931,76.2733763543239,282.98146186208174,141.95682123844733,22.077236999951317,78.2722435467333,-58.254601581563456,-8.28607703316437,5.337430263488964,Retail,185514.0,187.0,2025-06-25 15:03:21.021702,False,206.70808550775786,5.896946566106891,5.896946566106891,3.153447361554487
2024-01-05,180.27074193097866,84.04799582014336,278.01342086577324,142.23423831792977,18.475581242092936,35.20115547195583,-53.45207245622381,34.12403853782886,3.6878008173950585,Retail,185595.0,182.0,2025-06-25 15:03:21.021702,False,193.9654250456299,1.7292580690213413,1.7292580690213413,0.9501417961655722
2024-01-06,180.08748930745713,81.34462860184354,280.5425017025054,142.5116553974122,12.9237684523813,-4.013782605182626,-37.65473847348849,65.85549706726454,0.4650894690702109,Retail,185700.0,148.0,2025-06-25 15:03:21.021702,False,199.19787310066184,-32.08748930745713,32.08748930745713,-21.680736018552118
2024-01-07,148.31006252720718,50.40766231224488,246.6874845026217,142.78907247689463,-32.89112142263584,-38.60071546639278,-6.901920249014339,88.39898776084819,-4.484240572492748,Retail,185719.0,108.0,2025-06-25 15:03:21.021702,False,196.27982219037682,-40.31006252720718,40.31006252720718,-37.32413196963628
2024-01-08,92.12235505043166,0.0,193.9713838923628,143.06648955637706,-99.37682974578668,-67.90145170152131,23.062250029148334,104.53796494776391,-11.266068035549662,Retail,185774.0,93.0,2025-06-25 15:03:21.021702,False,193.9713838923628,0.8776449495683352,0.8776449495683352,0.9437042468476722
2024-01-09,241.1058253770512,138.4001912773298,339.9339506902543,143.3439066358595,47.24786839823982,-91.3860727184722,44.055351639078275,117.7780293589892,-19.933257936643358,Retail,185877.0,203.0,2025-06-25 15:03:21.021702,False,201.53375941292447,-38.10582537705119,38.10582537705119,-18.771342550271523
2024-01-10,229.26358517399947,127.30373838406668,332.84820658679826,143.62132371534196,31.54349607561532,-108.66485259502788,61.589122746513,131.65596262908468,-30.481467397527606,Retail,186104.0,196.0,2025-06-25 15:03:21.021702,False,205.5444682027316,-33.26358517399947,33.26358517399947,-16.971216925509935
2024-01-11,223.47213969396955,125.74953466140478,326.57297076707476,143.8987407948244,22.07723700006777,-119.49724072060744,70.79197019881373,149.04766409759617,-42.8462316767251,Retail,186070.0,169.0,2025-06-25 15:03:21.021702,False,200.82343610567,-54.47213969396955,54.47213969396955,-32.23203532187547
2024-01-12,217.69463814025337,116.7364044826921,319.57694548490844,144.17615787430682,18.475581241963166,-123.79771873671127,64.14714723912591,171.594893536118,-56.901423014549174,Retail,186070.0,230.0,2025-06-25 15:03:21.021702,False,202.84054100221636,12.305361859746625,12.305361859746625,5.3501573303246195
2024-01-13,215.36040945308122,110.88106099207224,315.0598016864119,144.45357495378929,12.92376845248519,-121.63840640240211,52.729677341653826,199.35094166169162,-72.45914655413655,Retail,186104.0,212.0,2025-06-25 15:03:21.021702,False,204.17874069433967,-3.3604094530812176,3.3604094530812176,-1.585098798623216
2024-01-14,183.03617650439125,79.35250912239552,284.0445477126721,144.73099203327172,-32.89112142279471,-113.24835642069175,43.00734838688894,230.70842158217252,-89.27110765445548,Retail,186111.0,172.0,2025-06-25 15:03:21.021702,False,204.69203859027658,-11.03617650439125,11.03617650439125,-6.4163816885995635
2024-01-15,121.9454422762263,17.12626486069639,216.7489646618668,145.00840911275418,-99.37682974575695,-99.00954466367402,19.730355852651012,262.62450566398394,-107.03145394373192,Retail,185978.0,108.0,2025-06-25 15:03:21.021702,False,199.62269980117043,-13.945442276226302,13.945442276226302,-12.912446552061391
2024-01-16,266.7201202587453,164.30027415185245,372.8700024937168,145.285915485695,47.24786839829813,-79.44962830877873,-12.091175758727752,291.10820452820866,-125.38106408595007,Retail,186114.0,208.0,2025-06-25 15:03:21.021702,False,208.56972834186436,-58.72012025874528,58.72012025874528,-28.230827047473696
2024-01-17,274.35658084070633,175.5553944226249,369.3418911089184,145.56342185863588,31.54349607550119,-55.23160886447299,-15.494793910737695,311.88928977491406,-143.91322409313403,Retail,186328.0,258.0,2025-06-25 15:03:21.021702,False,193.7864966862935,-16.35658084070633,16.35658084070633,-6.339760015777647
2024-01-18,306.9620953606603,209.91966972034257,407.3148009184756,145.8409282315767,22.07723700000547,-27.14059866155425,7.208280375826946,321.15685014118327,-162.18060172637777,Retail,186410.0,292.0,2025-06-25 15:03:21.021702,False,197.39513119813304,-14.962095360660328,14.962095360660328,-5.124005260500112
2024-01-19,300.3132767738041,202.42188458110974,401.34673834744103,146.11843460451757,18.475581241833392,3.932053064877743,-4.752046407937447,316.2426549898909,-179.7034007193781,Retail,186470.0,304.0,2025-06-25 15:03:21.021702,False,198.9248537663313,3.686723226195909,3.686723226195909,1.2127379033539174
2024-01-20,227.278205403043,128.252627493734,323.6700556744943,146.3959409774584,12.923768452411268,37.00696597170589,-69.20265328415695,296.1327330918904,-195.97854980626605,Retail,186565.0,136.0,2025-06-25 15:03:21.021702,False,195.41742818076028,-91.27820540304299,91.27820540304299,-67.1163275022375
2024-01-21,123.01817500674933,26.49277718200139,223.6186621670994,146.67344735039927,-32.89112142269584,71.03691147613995,-113.02986826853598,261.71856327848377,-210.48975740704182,Retail,186493.0,83.0,2025-06-25 15:03:21.021702,False,197.125884985098,-40.01817500674933,40.01817500674933,-48.21466868283052
2024-01-22,64.0736069966242,0.0,163.77834115257585,146.95095372334012,-99.37682974572726,104.92857861306179,-81.45323416816551,215.74238039040566,-222.7182418162906,Retail,186500.0,67.0,2025-06-25 15:03:21.021702,False,163.77834115257585,2.926393003375793,2.926393003375793,4.367750751307153
2024-01-23,242.39231996931375,140.43466162010168,338.25342679808546,147.22846009628097,47.24786839839644,137.56549722017823,-19.937696691597573,162.44212024805566,-232.15392930200002,Retail,186699.0,215.0,2025-06-25 15:03:21.021702,False,197.81876517798378,-27.392319969313746,27.392319969313746,-12.740613939215695
2024-01-24,225.8052416019815,127.18762906406708,327.29984482143425,147.50596646922182,31.54349607562062,167.83166949774053,10.279113045586847,106.95189555266982,-238.30689903885818,Retail,187150.0,139.0,2025-06-25 15:03:21.021702,False,200.11221575736715,-86.80524160198149,86.80524160198149,-62.44981410214496
2024-01-25,199.42611904361775,96.36293884454994,295.22347667158033,147.78347284216267,22.077237000121922,194.63544637351077,21.093682845615785,54.555124549510154,-240.71884456730356,Retail,187237.0,182.0,2025-06-25 15:03:21.021702,False,198.86053782703038,-17.426119043617746,17.426119043617746,-9.574790683306453
2024-01-26,198.03871240275058,94.95942360306235,293.13804922762677,148.06097921510352,18.475581241904326,216.93317939676473,43.63073963420796,9.912549635295544,-238.97431672052554,Retail,187301.0,165.0,2025-06-25 15:03:21.021702,False,198.1786256245644,-33.038712402750576,33.038712402750576,-20.023462062273076
2024-01-27,198.85756732927783,99.62432597251873,298.44882948757777,148.33848558804436,12.923768452337347,233.7521821596609,60.162546982937826,-23.607903020990392,-232.71151283271217,Retail,187358.0,172.0,2025-06-25 15:03:21.021702,False,198.82450351505904,-26.857567329277828,26.857567329277828,-15.614864726324317
2024-01-28,141.5506559071666,40.66224186804816,241.58148913417054,148.6159919609852,-32.89112142285471,244.2125473923714,47.63464679056543,-44.38902723983889,-221.63238157406187,Retail,187401.0,129.0,2025-06-25 15:03:21.021702,False,200.91924726612237,-12.5506559071666,12.5506559071666,-9.729190625710544
2024-01-29,63.96355487973847,0.0,164.24214142048666,148.89349833392606,-99.37682974592296,247.54738662271714,25.146047984726064,-52.73472639329173,-205.51182192241612,Retail,187306.0,100.0,2025-06-25 15:03:21.021702,False,164.24214142048666,36.03644512026153,36.03644512026153,36.03644512026153
2024-01-30,216.19876638402334,118.89198676403194,313.1182231127753,149.17100471769388,47.24786839849476,243.1210882122525,11.5900292692376,-50.725455779655235,-184.2057684340002,Retail,187420.0,206.0,2025-06-25 15:03:21.021702,False,194.22623634874336,-10.198766384023344,10.198766384023344,-4.950857467972497
2024-01-31,204.78481670337268,110.7852086195272,308.22478663334834,149.4485111014617,31.543496075627875,230.44522609263012,-7.2105798579082325,-41.783863797930785,-157.657972910508,Retail,187661.0,289.0,2025-06-25 15:03:21.021702,False,197.43957801382115,84.21518329662732,84.21518329662732,29.140201832743017
2024-02-01,187.45288063730075,81.22898728143363,285.8116685987535,149.72601748522953,22.07723699982113,209.191794923608,-37.61257358590157,-30.02428073620347,-125.90531444925287,Retail,187781.0,177.0,2025-06-25 15:03:21.021702,False,204.58268131731987,-10.452880637300751,10.452880637300751,-5.905582280960877
2024-02-02,180.80238518888996,84.98286871102489,282.3168418024652,150.00352386899735,18.475581241975256,179.20349683160754,-58.3027411892809,-19.495980205152527,-89.08149535925673,Retail,187839.0,167.0,2025-06-25 15:03:21.021702,False,197.33397309144033,-13.802385188889957,13.802385188889957,-8.264901310712549
2024-02-03,182.72531207027941,81.10956261935662,283.4275236628265,150.2810302527652,12.92376845244632,140.5008594337224,-60.11326890106356,-13.44806813453409,-47.419009033056795,Retail,187925.0,189.0,2025-06-25 15:03:21.021702,False,202.3179610434699,6.274687929720585,6.274687929720585,3.3199407035558655
2024-02-04,139.6490927171485,48.42817992403623,237.16477296545918,150.558536636533,-32.89112142255792,93.28602348279328,-56.31466759125524,-13.740381296407806,-1.249297091956783,Retail,187941.0,153.0,2025-06-25 15:03:21.021702,False,188.73659304142296,13.350907282851495,13.350907282851495,8.726083191406206
2024-02-05,70.17041261303076,0.0,165.8890143970873,150.83604302030082,-99.37682974584393,37.94310007999041,-47.73042612525901,-20.50042822718204,48.9989536110246,Retail,187869.0,89.0,2025-06-25 15:03:21.021702,False,165.8890143970873,18.829587386969237,18.829587386969237,21.156839760639592
2024-02-06,205.79164811055597,106.10066816435436,310.6622767315079,151.11354940406866,47.24786839855308,-24.964939126657928,-23.400016840467753,-32.08520958989159,102.80338886495153,Retail,188104.0,174.0,2025-06-25 15:03:21.021702,False,204.56160856715354,-31.79164811055597,31.79164811055597,-18.27106213250343
2024-02-07,217.15439909637112,116.1275158233971,314.0886043738051,151.39105578783648,31.543496075635154,-94.70281118576716,9.210067760444597,-45.35557597328235,159.55341913150446,Retail,188364.0,206.0,2025-06-25 15:03:21.021702,False,197.96108855040796,-11.154399096371122,11.154399096371122,-5.414756842898603
2024-02-08,182.67147269979924,84.83470158080779,283.5980150100069,151.6685621716043,22.077236999937575,-170.37281928560716,34.36060453787283,-56.218171177773776,218.55744945376546,Retail,188414.0,169.0,2025-06-25 15:03:21.021702,False,198.76331342919912,-13.671472699799239,13.671472699799239,-8.089628816449254
2024-02-09,195.28807895782796,93.0656068940683,294.9146177443304,151.94606855537214,18.475581241907165,-250.92794509898792,53.152559650929994,-60.34477877552969,279.0518159841363,Retail,188479.0,186.0,2025-06-25 15:03:21.021702,False,201.84901085026212,-9.288078957827963,9.288078957827963,-4.993590837541915
2024-02-10,169.6538196257742,70.24085756284516,273.7470479948401,152.22357493913995,12.923768452555294,-335.1879234380376,68.0338714532515,-53.94863191233446,340.2113041311994,Retail,188411.0,158.0,2025-06-25 15:03:21.021702,False,203.50619043199492,-11.65381962577419,11.65381962577419,-7.375835206186196
